date,amount,currency,merchant,description,id,reportedBalance
07/04/2023,-222,USD,ORIG CO NAME:CHASE CREDIT CRD ORIG ID:4760039224 DESC DATE:230406 CO ENTRY DESCR:AUTOPAYBUSSEC:PPD TRACE#:021000024407176 EED:230407 IND ID: IND NAME:SALOMONE JILLIAN L TRN: 0974407176TC,,Q99qooqNzkt43LManAxNuE8JLr0nMgf4K8nEP,-103.51
07/04/2023,-100,USD,STAMPS.COM *USPOSTAG TX 04/07,,noo3ww3zyAUa6LnD7Po8srxBN6jbLkIpxzyAJ,-103.51
06/04/2023,-6344.46,USD,Online ACH Payment 11015597173 To Primarch2 (_######5507),,XLLv55vNzXt61yjPKQ9BHQY67w5DxETaVEp48,-6.82
06/04/2023,998.44,USD,ORIG CO NAME:8FIG INC ORIG ID:8352688246 DESC DATE:230406 CO ENTRY DESCR:42db041RCRSEC:CCD TRACE#:121140398232955 EED:230406 IND ID:341688105457689 IND NAME:ELEVATE NUTRITION INC TRN: 0968232955TC,,YDD0QQ0NzXUzmKXqkV16CQN9rYLqnvTqavVJx,-6.82
06/04/2023,267.07,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000011040471 EED:230406 IND ID:ST-K5C7U1Y1K0Z6 IND NAME:ELEVATE NUTRITION INC TRN: 0961040471TC,,ejjdzzdNwDUn3ZPJv907sXY0eb4xKLCbDBVdX,-6.82
06/04/2023,90.06,USD,ORIG CO NAME:PAYABILITY ORIG ID:1471817501 DESC DATE: CO ENTRY DESCR:EDI PYMNTSSEC:CCD TRACE#:091000017608415 EED:230406 IND ID:1o3y8s1k4v IND NAME:Elevate Nutrition Inc. EDI TRN: 0967608415TC,,NbbDooDNz3H05dr3wyqatRP387v0Y1FLXjPR5,-6.82
06/04/2023,4600,USD,Online Transfer from MMA ...8643 transaction#: 17020398959,,zDDJAAJz8aUXr0jwQgNmfbYv96MPzEHnmexvk,-6.82
05/04/2023,335.16,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000010518164 EED:230405 IND ID:ST-N5U5P4Z3X7B8 IND NAME:ELEVATE NUTRITION INC TRN: 0950518164TC,,www4yy4zaRiErkgOb0xQS0BrDOzO49CRdL5qd,482.07
05/04/2023,-1000,USD,Online Transfer to MMA ...8643 transaction#: 17010198550 04/05,,d00b55bNdLHvA8MRqn5VIEV5vwmwYeHo0b5V9,482.07
04/04/2023,74.5,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000017673641 EED:230404 IND ID:ST-J7X6W1I4U5B2 IND NAME:ELEVATE NUTRITION INC TRN: 0947673641TC,,J88dXXdoz1H9yKav1P8Ksme0qO5gkOU7nXPnj,1146.91
04/04/2023,588.15,USD,ORIG CO NAME:PAYABILITY ORIG ID:1471817501 DESC DATE: CO ENTRY DESCR:EDI PYMNTSSEC:CCD TRACE#:091000013090560 EED:230404 IND ID:h4m1f3b5d6 IND NAME:Elevate Nutrition Inc. EDI TRN: 0943090560TC,,8DDMVVMqpxUjw7yzdOk7uPgmp4bBQ4Iv0J80D,1146.91
04/04/2023,-1200,USD,Online Transfer to MMA ...8643 transaction#: 17002332324 04/04,,x66aKKazxrtv7AmOepBACBd0z6m4O6UKnJqne,1146.91
03/04/2023,721.2,USD,REMOTE ONLINE DEPOSIT # 1,,911MOOMBpxHV6Q9dxzeQs3ojDaMdOatxQknQQ,1684.26
03/04/2023,-21.46,USD,ORIG CO NAME:INTUIT 15469205 ORIG ID:9215986202 DESC DATE:230403 CO ENTRY DESCR:TRAN FEE SEC:CCD TRACE#:021000027807187 EED:230403 IND ID:524771996506581 IND NAME:1981 TRN: 0937807187TC,,5wwMzzMDpniVk6LyN5R6s31wO0zKr0t4o6Mo8,1684.26
03/04/2023,-75,USD,Venmo,,obby66yzKrH1ODjB8m3Dh1jpMzrm4zub7og7A,1684.26
03/04/2023,-32.51,USD,GSUITE_ngnsu cc@google.com CA 04/01,,bAAmggmNzwsm4xJNbYLxTRXzNKAO9KUD1gR1z,1684.26
03/04/2023,731.43,USD,ORIG CO NAME:INTUIT 23639845 ORIG ID:9215986202 DESC DATE:230403 CO ENTRY DESCR:DEPOSIT SEC:CCD TRACE#:021000027858790 EED:230403 IND ID:524771996506581 IND NAME:1981 TRN: 0937858790TC,,7LLzVVzPext0dZE5aRxZCknZjpo83ps5NDgNx,1684.26
03/04/2023,-237.69,USD,ORIG CO NAME:ONDECK CAPITAL13 ORIG ID:1863052343 DESC DATE:230403 CO ENTRY DESCR:00015726 SEC:CCD TRACE#:113024169765038 EED:230403 IND ID:66670835 IND NAME:ELEVATE NUTRITION INC. TRN: 0939765038TC,,Z11j55jNzXHDqkRgApJkuXEMQe6OveCkOVoOd,1684.26
03/04/2023,208.02,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000017299592 EED:230403 IND ID:ST-G2S6S4G5U0M9 IND NAME:ELEVATE NUTRITION INC TRN: 0937299592TC,,g446MM6NLPHYdoBXDZEoTON7ZD6vJDsKR3NRY,1684.26
31/03/2023,-21.39,USD,ORIG CO NAME:INTUIT 98467585 ORIG ID:9215986202 DESC DATE:230331 CO ENTRY DESCR:TRAN FEE SEC:CCD TRACE#:021000029314758 EED:230331 IND ID:524771996506581 IND NAME:1981 TRN: 0909314758TC,,ErrMooMxzdtPQvdV3wgYfJLovQaPAnIdqwgXM,405.27
31/03/2023,-15,USD,MONTHLY SERVICE FEE,,Ogg1oo1Nzyhj4wPz6R0ASqew8MEpmgCpPMwmO,405.27
31/03/2023,177.69,USD,ORIG CO NAME:PAYABILITY ORIG ID:1471817501 DESC DATE: CO ENTRY DESCR:EDI PYMNTSSEC:CCD TRACE#:091000015279844 EED:230331 IND ID:4o6k1o2f8y IND NAME:Elevate Nutrition Inc. EDI TRN: 0905279844TC,,Q99qooqNzkt43LManAxRIkjNEYoXx4U9okNaB,405.27
31/03/2023,-2500,USD,Online Transfer to MMA ...8643 transaction#: 16961151185 03/31,,MmmLEEL7zBCm9YAEd3jBcbEB5Z8kqpF0gQ8zz,405.27
31/03/2023,37.25,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000018940020 EED:230331 IND ID:ST-N6W4T5O1U4J5 IND NAME:ELEVATE NUTRITION INC TRN: 0908940020TC,,RVVBooBNzAHajDPd1vb8c0vrKMxQJqC9r8OjY,405.27
31/03/2023,729,USD,ORIG CO NAME:INTUIT 08170975 ORIG ID:9215986202 DESC DATE:230331 CO ENTRY DESCR:DEPOSIT SEC:CCD TRACE#:021000029821498 EED:230331 IND ID:524771996506581 IND NAME:1981 TRN: 0909821498TC,,noo3ww3zyAUa6LnD7PoNcYzgrE4QKAijX8rwO,405.27
30/03/2023,141.56,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000015454569 EED:230330 IND ID:ST-M5W1R4X2Q8H2 IND NAME:ELEVATE NUTRITION INC TRN: 0895454569TC,,J88dXXdoz1H9yKav1P8qf5mmpkBraei7o7JeM,1982.72
29/03/2023,151.67,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000013631198 EED:230329 IND ID:ST-G1S7D1T1V6P1 IND NAME:ELEVATE NUTRITION INC TRN: 0883631198TC,,8DDMVVMqpxUjw7yzdOkXfbPPaQ7ZAgCvQvbPb,1841.16
28/03/2023,1043.2,USD,ORIG CO NAME:PAYABILITY ORIG ID:1471817501 DESC DATE: CO ENTRY DESCR:EDI PYMNTSSEC:CCD TRACE#:091000018341989 EED:230328 IND ID:1b6i6a0r1d IND NAME:Elevate Nutrition Inc. EDI TRN: 0878341989TC,,7LLzVVzPext0dZE5aRxEiy7BynZ3kLT8P5QBa,1689.49
28/03/2023,35.16,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000015125983 EED:230328 IND ID:ST-E6A7U5I9F2L1 IND NAME:ELEVATE NUTRITION INC TRN: 0875125983TC,,g446MM6NLPHYdoBXDZEBHaBzaN7JOmS67Kqxy,1689.49
27/03/2023,41.42,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000013201703 EED:230327 IND ID:ST-U4B4Y0W5L7C4 IND NAME:ELEVATE NUTRITION INC TRN: 0863201703TC,,Vwwk55kNzXimLB9e3p19H0xA0O3kmNCnqjr7O,611.13
27/03/2023,-237.69,USD,ORIG CO NAME:ONDECK CAPITAL13 ORIG ID:1863052343 DESC DATE:230327 CO ENTRY DESCR:00015531 SEC:CCD TRACE#:113024168927647 EED:230327 IND ID:66512529 IND NAME:ELEVATE NUTRITION INC. TRN: 0868927647TC,,911MOOMBpxHV6Q9dxze9iY58YojO3Bu67xdpa,611.13
24/03/2023,-92.12,USD,INTUIT *QBooks Onlin CL.INTUIT.COM CA 03/24,,J88dXXdoz1H9yKav1P8Muo7ybYDbeVS757Rwq,807.4
23/03/2023,41.42,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000010107080 EED:230323 IND ID:ST-B5O0N1T8V3K6 IND NAME:ELEVATE NUTRITION INC TRN: 0820107080TC,,666MVVM1petvnbPKmLrKHxkwDd43bvfAza4NN,899.52
21/03/2023,41.42,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000019150343 EED:230321 IND ID:ST-F5B9B9B7O2J0 IND NAME:ELEVATE NUTRITION INC TRN: 0809150343TC,,911MOOMBpxHV6Q9dxze7UDKAN1LjPNU655mxd,858.1
21/03/2023,-159,USD,REVIEWS.IO HTTPSWWW.REVI CA 03/21,,7LLzVVzPext0dZE5aRx8UjvedPaZ6dH877x53,858.1
20/03/2023,-316.18,USD,THE RACONTEUR BA Pleasantville NY 03/17,,1VVMEEMdpnHVBxnJ9rLkSgmKExRykasg1jYJj,871.68
20/03/2023,37.25,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000015484609 EED:230320 IND ID:ST-B7L2I2K4R1S6 IND NAME:ELEVATE NUTRITION INC TRN: 0795484609TC,,P77PooPNzKur963vLkdmTjQkVwJao7FAM1O8a,871.68
20/03/2023,-237.69,USD,ORIG CO NAME:ONDECK CAPITAL13 ORIG ID:1863052343 DESC DATE:230320 CO ENTRY DESCR:00015347 SEC:CCD TRACE#:113024160994940 EED:230320 IND ID:66354958 IND NAME:ELEVATE NUTRITION INC. TRN: 0790994940TC,,DjjMooMazxU1A8kr5dMRtEANK9gX85CRoVXER,871.68
17/03/2023,-495.78,USD,ORIG CO NAME:8FIG INC ORIG ID:9352688246 DESC DATE:230317 CO ENTRY DESCR:414a3c1SDBSEC:CCD TRACE#:121140393250523 EED:230317 IND ID:341688105457689 IND NAME:ELEVATE NUTRITION INC TRN: 0763250523TC,,P77PooPNzKur963vLkdYcpkqOV0v0AFA0mZrb,1231.12
17/03/2023,35.16,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000017396144 EED:230317 IND ID:ST-M1L9F9J0B2P4 IND NAME:ELEVATE NUTRITION INC TRN: 0767396144TC,,q77kDDkzAruq8P4ob39DtjEzXLQgQJCEmJboo,1231.12
16/03/2023,-505.78,USD,ORIG CO NAME:8FIG INC ORIG ID:9352688246 DESC DATE:230316 CO ENTRY DESCR:41355c0SDBSEC:CCD TRACE#:121140391819850 EED:230316 IND ID:341688105457689 IND NAME:ELEVATE NUTRITION INC TRN: 0751819850TC,,1VVMEEMdpnHVBxnJ9rLMc5m1m56EAZtoDqMzZ,1952.92
16/03/2023,65.77,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000011538544 EED:230316 IND ID:ST-E7D0B0S8F0L8 IND NAME:ELEVATE NUTRITION INC TRN: 0751538544TC,,P77PooPNzKur963vLkdQhyQ9QyzVvqUaj7v0P,1952.92
15/03/2023,-17.99,USD,STAMPS.COM TX 03/15,,d00b55bNdLHvA8MRqn5bh9MRZBD3mYFoJQkJo,2392.93
15/03/2023,37.25,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000011240772 EED:230315 IND ID:ST-U5P9R3O1Z3X9 IND NAME:ELEVATE NUTRITION INC TRN: 0741240772TC,,www4yy4zaRiErkgOb0x1F5VndpNPz4TRpvOpv,2392.93
15/03/2023,1015.47,USD,ORIG CO NAME:PAYABILITY ORIG ID:1471817501 DESC DATE: CO ENTRY DESCR:EDI PYMNTSSEC:CCD TRACE#:091000011470719 EED:230315 IND ID:n7g2g5k9r9 IND NAME:Elevate Nutrition Inc. EDI TRN: 0741470719TC,,666MVVM1petvnbPKmLrZhYmgzO54w9HA1Nq1y,2392.93
14/03/2023,-50,USD,STAMPS.COM *USPOSTAG TX 03/14,,L556oo6gzquAd615yBzZCDvM71z5jbHJrBNrd,1358.2
14/03/2023,41.42,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000011489116 EED:230314 IND ID:ST-L9W9Z0H0D5C0 IND NAME:ELEVATE NUTRITION INC TRN: 0731489116TC,,DjjMooMazxU1A8kr5dMzUjBMDvqeyrHXBRMBq,1358.2
13/03/2023,-51,USD,CloudwaysLTD Mosta 03/08,,x66aKKazxrtv7AmOepBKuMA57915Y0Spp8JVVE,1316.78
13/03/2023,-12.43,USD,ORIG CO NAME:INTUIT 98386525 ORIG ID:9215986202 DESC DATE:230313 CO ENTRY DESCR:TRAN FEE SEC:CCD TRACE#:021000028971026 EED:230313 IND ID:524771996506581 IND NAME:1981 TRN: 0728971026TC,,r99m11mzvrtX8qaZby65fBj7Qgv71zCjjMannq,1316.78
13/03/2023,420,USD,ORIG CO NAME:INTUIT 08442245 ORIG ID:9215986202 DESC DATE:230313 CO ENTRY DESCR:DEPOSIT SEC:CCD TRACE#:021000028924003 EED:230313 IND ID:524771996506581 IND NAME:1981 TRN: 0728924003TC,,8DDMVVMqpxUjw7yzdOkEHNLaAkoaEmUkknJAAL,1316.78
13/03/2023,-237.69,USD,ORIG CO NAME:ONDECK CAPITAL13 ORIG ID:1863052343 DESC DATE:230313 CO ENTRY DESCR:00015165 SEC:CCD TRACE#:113024164658717 EED:230313 IND ID:66196681 IND NAME:ELEVATE NUTRITION INC. TRN: 0724658717TC,,jJJ1551NP3Uxq7EZy6NwTDw7P9L75YIkko1bb0,1316.78
13/03/2023,41.42,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000018272185 EED:230313 IND ID:ST-R9N9G9O2A7B2 IND NAME:ELEVATE NUTRITION INC TRN: 0728272185TC,,J88dXXdoz1H9yKav1P8XH7jpaPbp10s33RXxxL,1316.78
13/03/2023,-65.03,USD,KLAVIYO INC. SOFTWARE KLAVIYO.COM MA 03/12,,4ddMVVMLpntkKj3x5EQMF4gp8kaprBIzzpJZZx,1316.78
13/03/2023,-115.55,USD,Uber Eats,,akkZ55ZezdfKQN6x19JzI7k6mq56Jxs33M9zzq,1316.78
10/03/2023,63.72,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000016268238 EED:230310 IND ID:ST-S2F8B4A9M4N0 IND NAME:ELEVATE NUTRITION INC TRN: 0696268238TC,,AAAMVVMjz8soXYR7KNdMcN3o6dwrOYtbynAmy,1336.06
10/03/2023,-140.86,USD,Uber Eats,,k88PXXPmqyH5jzXZxL0eTeQBJywn56i3YvXk5,1336.06
10/03/2023,-45,USD,ORIG CO NAME:CHASE CREDIT CRD ORIG ID:4760039224 DESC DATE:230309 CO ENTRY DESCR:AUTOPAYBUSSEC:PPD TRACE#:021000027162270 EED:230310 IND ID: IND NAME:SALOMONE PAUL S TRN: 0697162270TC,,KZZwoowbzPtk6jKPmnyBiVY1L7ODa8U1bmgOr,1336.06
09/03/2023,35.16,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000019123527 EED:230309 IND ID:ST-P3S4Q2E6M6L6 IND NAME:ELEVATE NUTRITION INC TRN: 0689123527TC,,DjjMooMazxU1A8kr5dLac1mvod1mjvszjRzxy,1317.34
08/03/2023,-24,USD,FREEPIK & FLATICON MALAGA 03/07,,P77PooPNzKur963vLk0ziPda84QyqXIa6BjPv,1419.05
08/03/2023,37.25,USD,ORIG CO NAME:STRIPE ORIG ID:1800948598 DESC DATE: CO ENTRY DESCR:TRANSFER SEC:CCD TRACE#:091000014221827 EED:230308 IND ID:ST-H2C2T2T2Y0O1 IND NAME:ELEVATE NUTRITION INC TRN: 0674221827TC,,BvvRppRrzxFnKP8O1dwAuv3kzpxKLbt8Xr5Er,1419.05
08/03/2023,-92.12,USD,ORIG CO NAME:INTUIT * ORIG ID:0000756346 DESC DATE:230308 CO ENTRY DESCR:QBooks OnlSEC:WEB TRACE#:021000026320803 EED:230308 IND ID:4069534 IND NAME:PAUL SALOMONE TRN: 0676320803TC,,DjjMooMazxU1A8kr5dLoIZPXxyAQJqFzr9dbB,1419.05
08/03/2023,-915.01,USD,ORIG CO NAME:PNC BANK NA ORIG ID:9044036101 DESC DATE:230307 CO ENTRY DESCR:ONLINE PMTSEC:CCD TRACE#:043305133855057 EED:230308 IND ID:043000095190030 IND NAME:1400310000036564099282 TELECHK TRN: 0673855057TC,,1VVMEEMdpnHVBxnJ9ragT0dypNm5ZnHoZeDNd,1419.05
08/03/2023,-112.71,USD,KOKU JAPAN* KOKU JAP kokujapanese@ NY 03/07,,q77kDDkzAruq8P4ob31NfwMxrdm0zPTxM74pR,1419.05
07/03/2023,-235,USD,ORIG CO NAME:CHASE CREDIT CRD ORIG ID:4760039224 DESC DATE:230306 CO ENTRY DESCR:AUTOPAYBUSSEC:PPD TRACE#:021000029366872 EED:230307 IND ID: IND NAME:SALOMONE JILLIAN L TRN: 0669366872TC,,666MVVM1petvnbPKmL5riPpZM6PQzvF9e1dNx,2439.93
